kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60; 
13800;1000-1100;;USA;Radio Free Asia;TB;FE;/KWT;0;;
13803;0310-0320;Mo;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0106;3006
13805;0000-0100;Fr;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
13805;0000-0100;Fr;USA;Voice of America;TB;FE;/THA-u;0;;
13810;1200-1400;;CHN;China Radio Int.;M;EAf;ka;0;;
13810;0400-1100;;CHN;CNR1 DIGITAL;M;FE;k;1;;
13810;0000-0100;Su;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
13810;1500-1700;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
13810;0500-0600;Sa;G;BBC;KNK;EAf;/ARM;6;2903;1509
13810;0529-0600;Su;G;BBC;KNK;EAf;/ARM;6;2903;1509
13810;0500-0600;Sa;G;BBC;KNK;EAf;/UAE;6;1609;2510
13810;0529-0600;Su;G;BBC;KNK;EAf;/UAE;6;1609;2510
13810;0700-0729;;G;BBC;F;CAf;/STP;0;;
13810;1500-1600;;USA;Radio Free Asia;M;FE;/TJK;0;;
13810;1600-1700;;USA;Radio Free Asia;M;FE;/TJK;0;;
13810;0000-0100;Su;USA;Voice of America;TB;FE;/THA-u;0;;
13820;1800-1830;;ALG;Radio Algerienne;A,F;CAf;/F;0;;
13820;1830-1840;irr;ALG;Radio Algerienne;E;CAf;/F;0;;
13820;1840-1845;irr;ALG;Radio Algerienne;S;CAf;/F;0;;
13820;1845-1900;;ALG;Radio Algerienne;A;CAf;/F;0;;
13820;1200-1230;;G;BBC;F;NAf;/CVA;0;;
13820;1300-1700;;USA;VoA Deewa Radio;PS;AFG;/KWT;0;;
13825;0055-0900;;CHN;CNR1 DIGITAL;M;FE;b;1;;[0419]
13825;0330-0430;;G;BBC;FS;IRN;/UZB;0;;
13825;0430-0530;;G;BBC;FS;IRN;/UZB;0;;
13825;0500-0510;Th;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0107;3107[0718]
13827;0310-0320;Mo;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0107;3107
13830;0855-1030;12Apr;CVA;Radio Vaticana;E;Af;;6;0904;1204
13830;1530-1600;;CVA;Radio Vaticana;AH;EAf;;0;;
13830;1700-1730;;CVA;Radio Vaticana;F;CAf;;0;;
13830;1730-1800;;CVA;Radio Vaticana;TIG;EAf;;0;;
13830;0530-0630;Mo-Fr;USA;Voice of America;F;Af;/BOT;0;;
13830;0830-0900;We,Sa;USA;Voice of America;F;Af;/BOT;0;;
13830;1100-1130;Sa;USA;Voice of America;F;Af;/STP;0;;
13835;1300-1400;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
13835;1800-1830;;CVA;Radio Vaticana;P;SAf;;0;;
13835;1840-1900;;CVA;Radio Vaticana;Ros;WAf;;0;;
13835;1900-2000;Su;TWN;Radio Taiwan Int.;F;WAf;/F;0;;
13835;1300-1400;;USA;Radio Free Asia;TB;FE;/TJK;0;;
13840;2210-2240;Su-Th;AUS;ABC Wantok;TP;Oc;/NZL-r;0;;
13840;0530-0600;;J;NHK Radio Japan;F;CAf;/MDG;0;;
13840;0700-0800;;NIG;Manara Radio Int.;HA;WAf;/F;0;;
13840;1959-0458;;NZL;Radio New Zealand Int.;E;Oc;r;6;0110;2510
13840;2059-0458;;NZL;Radio New Zealand Int.;E;Oc;r;6;1805;3009
13840;2159-0458;;NZL;Radio New Zealand Int.;E;Oc;r;6;2903;1705
13840;2135-2145;Mo;NZL;Radio New Zealand Int.;F;Oc;r;6;1805;2510
13840;0600-0630;;USA;Adventist World Radio;F;WAf;/MDG;6;2007;2007
13845;1230-1300;;ROU;Radio Romania Int.;M;FE;t;0;;
13845;1300-1400;Sa;USA;Brother Stair;E;NAm;n;2;;
13845;1400-1900;Mo-Sa;USA;Brother Stair;E;NAm;n;2;;
13845;1700-1900;Su;USA;Dr.Gene Scott;E;NAm;n;2;;
13845;1900-2400;;USA;Dr.Gene Scott;E;NAm;n;5;;
13845;2000-0100;;USA;Dr.Gene Scott;E;NAm;n;4;;
13845;1200-1300;;USA;WWCR 3 Nashville, TN;E;NAm;n;2;;
13845;1300-1400;Su-Fr;USA;WWCR 3 Nashville, TN;E;NAm;n;2;;
13845;1400-1700;Su;USA;WWCR 3 Nashville, TN;E;NAm;n;2;;
13850;0900-1100;;CHN;China Radio Int.;M;SEA;b;0;;
13855;1300-1400;;CHN;China Radio Int.;M;Eu;ka;0;;
13855;1400-1500;;CHN;China Radio Int.;M;Eu;ka;0;;
13855;1200-1300;;F;Radio France Int.;F;WAf;;0;;
13860;1500-1600;;CHN;China Radio Int.;R;EEu;s;0;;
13860;0230-0930;;USA;Radio Farda;FS;IRN;/THA-u;0;;
13863;0400-0410;Th;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0111;3011
13865;1315-1345;;J;NHK Radio Japan;IN;INS;/UAE;0;;
13870;1630-1730;;CHN;China Radio Int.;HA;NIG;ka;0;;
13870;2130-1400;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0120]
13870;1100-1300;;PHL;FEBC Manila;KH;SEA;b;0;;
13870.2;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0419]
13870.2;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
13870.2;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
13870.2;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
13870.2;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0620]
13870;0000-2400;;USA;NPG US Navy STANAG;;WNA;dx;1;;
13873;1650-1700;Fr,Su;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0419]
13873;1650-1700;Fr,Su;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110
13874;0140-0150;Su;RUS;V07 Russian Spy Numbers;S;As;kh;1;0102;2802
13875;0930-0940;Th;RUS;S06 Russian Spy Numbers;R;RUS;c;1;0108;3108[0818]
13882.5;0430-0545;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;
13882.5;0638-1155;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;[0918]
13882.5;1236-1551;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;[1218]
13882.5;1636-1655;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;
13882.5;1800-1947;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;[0419]
13882.5;2035-2300;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;[0817]
13890;2200-1700;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0120]
13890;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0418]
13890;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
13890;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
13890;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
13890;1500-1530;;TWN;Sound of Hope;M;FE;;1;;
13890;1530-1600;;TWN;Sound of Hope;M;FE;;1;;
13890;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
13890;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
13890;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0120]
13893;0140-0150;Su;RUS;V07 Russian Spy Numbers;S;As;kh;1;0101;3101
13893;0140-0150;Su;RUS;V07 Russian Spy Numbers;S;As;kh;1;0103;3103
13908;0745-0755;Tu,Th;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802
13908;1130-1135;Tu,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004
13908;1130-1135;Tu,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[0918]
13920;0015-0215;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;0245-0330;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;0400-0500;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;0600-0900;;AUS;VMC Charleville Met Fax;;Oc;c;1;;[0418]
13920;0900-0945;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;1015-1715;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;1800-1845;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;1915-2045;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;2215-2400;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;2200-1430;;CHN;CNR1 Jammer/Firedrake;M;CHN;xz;1;;[1020]
13920;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[1020]
13920;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
13920;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
13920;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
13920;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0620]
13925;0930-0940;Th;RUS;S06 Russian Spy Numbers;R;RUS;c;1;0106;3006[0618]
13945;0600-0610;Th;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0101;3101
13974;0100-0130;;TWN;Star-Star Bc.Station;M;CHN;;4;;
13960;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[1020]
13960;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
13960;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
13960;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
13960;2300-1000;;TWN;Sound of Hope;M;FE;;1;;
13974;0200-0230;;TWN;Star-Star Bc.Station;M;CHN;;4;;
13974;1200-1230;;TWN;Star-Star Bc.Station;M;CHN;;4;;
13974;1300-1330;;TWN;Star-Star Bc.Station;M;CHN;;1;;[0518]
13980;2200-1430;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0419]
13980;1000-1300;;TWN;Sound of Hope;M;FE;;1;;
13980;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
13980;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
13980;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
13980;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0419]
13985;0500-0510;Th;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0106;3006[0617]
13988.5;0000-2400;;J;JMH Japan Meteo Fax;;FE;k;1;;[0120]
14212;1210-1220;Th;UKR;S06s Spy Numbers;R;UKR;rv;1;0103;3004[0414]
14212;1210-1220;Th;UKR;S06s Spy Numbers;R;UKR;rv;1;0109;3110[1016]
14240;0610-0620;Tu;UKR;S06s Spy Numbers;R;UKR;rv;1;0111;2802[0217]
14260;0800-0810;Th;UKR;E17z Spy Numbers;E;UKR;rv;1;0103;3004
14260;0800-0810;Th;UKR;E17z Spy Numbers;E;UKR;rv;1;0109;3110
14280;1010-1020;We;UKR;S06s Spy Numbers;R;UKR;rv;1;0111;2802[1118]
14364;0310-0320;Mo;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0102;2802[0219]
14365;0000-2400;;CHN;BAF Beijing Meteo Fax;;FE;bm;1;;
14370;2300-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0120]
14370;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0419]
14370;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14370;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14370;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14370;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0120]
14373;0730-0740;Tu;UKR;S06s Spy Numbers;R;UKR;rv;1;0105;3108[0816]
14375;0554-0650;246;CUB;Cuban Spy Numbers;S;Am;;1;;[0415]
14375;0930-0940;Th;RUS;S06 Russian Spy Numbers;R;RUS;c;1;0112;3112
14398;0310-0320;Mo;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0111;3011
14401;0000-2400;;RUS;Channel Marker C;-CW;RUS;m;1;;[1216]
14410;1745-1755;Mo,Su;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0519]
14415;0600-0610;Fr;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0519]
14430;2100-1700;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1020]
14430;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0917]
14430;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14430;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14430;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14430;1500-1530;;TWN;Sound of Hope;M;FE;;1;;
14430;1530-1600;;TWN;Sound of Hope;M;FE;;1;;
14430;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
14430;2100-2130;;TWN;Sound of Hope;M;FE;;1;;
14430;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
14430;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
14430;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0620]
14434;0000-2400;;HWA;US Navy RTTY/STANAG;;Oc;L;1;;[0419]
14456;0310-0320;Mo;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0104;3004
14467.3;0000-2400;;D;DWD 2 Pinneberg RTTY;E;Eu;pi;1;;[0419]
14477;0310-0320;Mo;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0109;3009
14500;2200-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0419]
14500.1;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0418]
14500.1;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14500.1;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14500.1;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14500.1;1500-1530;;TWN;Sound of Hope;M;FE;;1;;
14500.1;1530-1600;;TWN;Sound of Hope;M;FE;;1;;
14500.1;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
14500.1;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0419]
14505;1010-1020;We;UKR;S06s Spy Numbers;R;UKR;rv;1;0103;3004[0416]
14505;1010-1020;We;UKR;S06s Spy Numbers;R;UKR;rv;1;0109;3110[0917]
14535;1210-1220;Th;UKR;S06s Spy Numbers;R;UKR;rv;1;0105;3108[0518]
14560;2200-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1020]
14560;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[1020]
14560;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14560;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14560;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14560;1500-1530;;TWN;Sound of Hope;M;FE;;1;;
14560;1530-1600;;TWN;Sound of Hope;M;FE;;1;;
14560;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
14560;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0919]
14565;0500-0510;Th;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0105;3105[0518]
14568;0310-0320;Mo;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0103;3103
14575;1645-1655;Tu,Th;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0519]
14575;0600-0610;Th;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0112;3112[1218]
14580;0900-0910;Mo;UKR;S06s Spy Numbers;R;UKR;rv;1;0103;3004[0414]
14580;0900-0910;Mo;UKR;S06s Spy Numbers;R;UKR;rv;1;0109;3110[1016]
14580;1000-1010;We;UKR;S06s Spy Numbers;R;UKR;rv;1;0105;3108[0618]
14600;2300-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0419]
14600;1000-1300;;TWN;Sound of Hope;M;FE;;1;;
14600;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14600;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14600;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14600;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0620]
14611;0820-0830;Tu,We;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802
14613;0310-0320;Mo;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0110;3110
14635.1;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[1020]
14635.1;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14635.1;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14635.1;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14635.1;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
14635.1;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0620]
14648;0300-0310;Th;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0108;3108
14654;0300-0310;Th;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0112;3112
14666;1345-1355;Tu,Sa;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802[0119]
14670;0000-2400;;CAN;CHU Ottawa;-TS;NAm;o;1;;[0920]
14675;0900-0910;Mo;UKR;S06s Spy Numbers;R;UKR;rv;1;0111;2802[1116]
14690.1;1000-1300;;TWN;Sound of Hope;M;FE;;1;;
14690.1;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14690.1;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14690.1;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14690.1;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
14690.1;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0620]
14693;0120-0130;Su;RUS;V07 Russian Spy Numbers;S;As;kh;1;0101;3101
14693;0120-0130;Su;RUS;V07 Russian Spy Numbers;S;As;kh;1;0103;3103
14725;0120-0130;Su;RUS;V07 Russian Spy Numbers;S;As;kh;1;0109;3009
14725.3;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0419]
14725.3;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14725.3;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14725.3;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14725.3;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
14725.3;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0119]
14736;0930-0940;Th;RUS;S06 Russian Spy Numbers;R;RUS;c;1;0105;3105
14767;0300-0310;Th;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0105;3105
14774;0120-0130;Su;RUS;V07 Russian Spy Numbers;S;As;kh;1;0102;2802
14774.7;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0419]
14774.7;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14774.7;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14774.7;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14774.7;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
14774.7;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0620]
14775;2200-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0620]
14820;2200-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;
14820;1000-1300;;TWN;Sound of Hope;M;FE;;1;;
14820;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14820;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14820;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14820;1500-1530;;TWN;Sound of Hope;M;FE;;1;;
14820;1530-1600;;TWN;Sound of Hope;M;FE;;1;;
14820;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
14820;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0620]
14835;0300-0310;Th;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0107;3107
14835;0910-0920;Mo;UKR;S06s Spy Numbers;R;UKR;rv;1;0105;3108[0817]
14846;0120-0130;Su;RUS;V07 Russian Spy Numbers;S;As;kh;1;0111;3011
14850;2200-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0620]
14850;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0419]
14850;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14850;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14850;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14850;1500-1530;;TWN;Sound of Hope;M;FE;;1;;
14850;1530-1600;;TWN;Sound of Hope;M;FE;;1;;
14850;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
14850;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0620]
14865;1705-1715;We,Sa;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0718]
14870;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0917]
14870;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14870;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14870;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14870;1500-1530;;TWN;Sound of Hope;M;FE;;1;;
14870;1530-1600;;TWN;Sound of Hope;M;FE;;1;;
14870;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
14870;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0419]
14875;0640-0650;Mo;UKR;S06s Spy Numbers;R;UKR;rv;1;0105;3108[0818]
14886.4;0000-2400;;USA;CruiseEmail;-CW;NAO;wx;1;;
14887.4;0000-2400;;GUM;US Navy RTTY/STANAG;;WOc;n;1;;[0419]
14900;2200-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0620]
14900;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0419]
14900;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14900;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14900;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14900;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
14900;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0620]
14918;0300-0310;Th;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0101;3101
14919.8;1000-1300;;TWN;Sound of Hope;M;FE;;1;;
14919.8;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14919.8;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14919.8;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
14919.8;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
14919.8;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0620]
14920;2130-1430;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1020]
14932;0300-0310;Th;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0106;3006
14940;2200-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1020]
14940;1135-1140;Tu,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004
14940;1135-1140;Tu,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[0918]
14940;1650-1700;Tu,Su;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0519]
14940;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[1020]
14940;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14940;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14940;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14940;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
14940;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0419]
14972;1345-1355;Tu,Sa;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0420]
14972;1345-1355;Tu,Sa;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110
14977;0740-0750;We;UKR;S06s Spy Numbers;R;UKR;rv;1;0105;3108[0818]
14980;2200-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1020]
14980;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[1020]
14980;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
14980;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
14980;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
14980;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
14980;2300-1000;;TWN;Sound of Hope;M;FE;;1;;
14996;0000-2400;;RUS;RWM Moscow;-TS;RUS;t;1;;[0419]
15000;0100-0900;;CHN;BPM Xian;-TS;CHN;p;1;;[1118]
15000;0000-2400;;HWA;WWVH Hawaii (f.ann.);-TS;USA;d;1;;[0520]
15000;0000-2400;;I;ItalCable;-TS;SEu;v;1;;
15000;0000-2400;;USA;WWV Colorado (m.ann.);-TS;USA;fd;1;;[0719]
15016;0000-2400;;USA;US Air Force Messages;E;NAm;;1;;[0819]
15025;0000-2400;;ISL;Reykjavik HFDL (ID3);-HF;NAO;r;1;;
15030;0135-0240;15Aug;IND;AIR Delhi;E;As;b;6;1308;1508
15030;1015-1025;Tests;IND;AIR DIGITAL;E;FE;b;6;2307;3107
15030;1145-1155;Tests;IND;AIR DIGITAL;E;FE;b;1;0108;
15034;1010-2400;;CAN;Trenton Volmet;E;NAm;tr;1;;[1020]
15035.8;1010-2400;;CAN;Trenton Volmet;E;NAm;tr;6;0610;0710
15070;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0917]
15070;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
15070;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
15070;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
15070;1500-1530;;TWN;Sound of Hope;M;FE;;1;;
15070;1530-1600;;TWN;Sound of Hope;M;FE;;1;;
15070;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
15070;2100-2130;;TWN;Sound of Hope;M;FE;;1;;
15070;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
15070;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
15070;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0419]
15090;0430-0530;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;0530-0630;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;0630-0730;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;0730-0830;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;0830-0930;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;0930-1030;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;1030-1130;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;1130-1230;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;1230-1330;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;1330-1400;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;1400-1430;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15100;0000-0100;;CHN;China Radio Int.;HK;PHL;b;0;;
15100;0100-0200;;CHN;China Radio Int.;AM;PHL;b;0;;
15100;2300-2400;;CHN;China Radio Int.;CA;PHL;b;0;;
15105;1230-1300;;BGD;Bangladesh Betar;E;SAs;k;8;;
15105;0300-0400;;KRE;Voice of Korea;M;SEA;u;1;;
15105;0400-0500;;KRE;Voice of Korea;F;SEA;u;1;;
15105;0500-0600;;KRE;Voice of Korea;E;SEA;u;1;;
15105;0600-0700;;KRE;Voice of Korea;M;SEA;u;1;;
15105;1530-1545;Mo-Fr;SWZ;Trans World Radio;JU;EAf;;4;;
15105;1905-1935;;SWZ;Trans World Radio;LIN;COD;;4;;
15105;1935-1950;SaSu;SWZ;Trans World Radio;F;COD;;4;;
15105;1935-2005;Mo-Fr;SWZ;Trans World Radio;LIN;COD;;4;;
15110;0300-0400;;CHN;China Radio Int.;E;SAs;ka;0;;
15110;0400-0500;;CHN;China Radio Int.;M;SAs;ka;0;;
15110;0500-0600;;CHN;China Radio Int.;M;SAs;ka;0;;
15110;1100-1200;;CHN;China Radio Int.;EO;FE;u;0;;
15110;1200-1300;;CHN;China Radio Int.;M;CAs;u;0;;
15110;1400-1500;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
15110;0945-1325;;KWT;Radio Kuwait DIGITAL;A;Eu;k;1;;[0820]
